,id,Purchase
0,1,0.02395221781861604
1,2,0.020073282337267476
2,3,0.016055188509042362
3,4,0.05003635289385594
4,5,0.03747035301218629
5,6,0.06744547475631021
6,7,0.09041567218883499
7,8,0.023099675958278658
8,9,0.21293524832942085
9,10,0.07982382136157543
10,11,0.028193745530931447
11,12,0.07405973077550336
12,13,0.017155861919225617
13,14,0.07348615040030645
14,15,0.07695954615444525
15,16,0.04821678479043903
16,17,0.05036276653678086
17,18,0.01977065522612782
18,19,0.05321500968980477
19,20,0.03802836678338586
20,21,0.026499199960113223
21,22,0.05490966082164281
22,23,0.07966480823280846
23,24,0.08375681736336121
24,25,0.02405371115671963
25,26,0.04809608230344102
26,27,0.022306365537866316
27,28,0.16552069650866946
28,29,0.017509934715236652
29,30,0.18057240924392917
30,31,0.03489700652778291
31,32,0.01704413662822602
32,33,0.017497848938696405
33,34,0.01926411971167375
34,35,0.025731659727256776
35,36,0.01856042365055686
36,37,0.042836695231214056
37,38,0.19224116220438955
38,39,0.024795131500736447
39,40,0.01511929100006956
40,41,0.015980628791400546
41,42,0.03453931418594102
42,43,0.03453931418594102
43,44,0.05812118055237426
44,45,0.08079062307203792
45,46,0.06553592456510568
46,47,0.08859805924447738
47,48,0.040502783896760486
48,49,0.030315138911375092
49,50,0.024265468352888793
50,51,0.01961008153884999
51,52,0.01967543821714597
52,53,0.0601975120044625
53,54,0.041416541011268744
54,55,0.01686012017577013
55,56,0.08911594090117379
56,57,0.018134537905336912
57,58,0.05898818484851735
58,59,0.06965358764674232
59,60,0.056838773687532644
60,61,0.05067951761424615
61,62,0.07575650769515385
62,63,0.1709115925698831
63,64,0.01712393701718593
64,65,0.07320817187371538
65,66,0.14543557901932885
66,67,0.019754663542653372
67,68,0.03359218873559297
68,69,0.07555115809204425
69,70,0.020744091903651493
70,71,0.018762746044294922
71,72,0.0468295228814865
72,73,0.07011508207723308
73,74,0.07428102941867597
74,75,0.01971488314485438
75,76,0.016796492910036057
76,77,0.027605369366489413
77,78,0.08953389726352573
78,79,0.20336610765866098
79,80,0.07844973078387749
80,81,0.020776960168802545
81,82,0.019941401016301444
82,83,0.19842029016994203
83,84,0.015809978110079306
84,85,0.043859118971544625
85,86,0.018834454236838463
86,87,0.03441291382266941
87,88,0.019135864215268052
88,89,0.14386908685040592
89,90,0.08859805924447738
90,91,0.043019904317699253
91,92,0.029886748878536856
92,93,0.05310954381458517
93,94,0.024477489533609217
94,95,0.06187890380134898
95,96,0.0643206066887305
96,97,0.05916007903306356
97,98,0.03730893909206627
98,99,0.024703181155257603
99,100,0.20005147033513135
100,101,0.07381445419698159
101,102,0.05483494626728744
102,103,0.03133293633604367
103,104,0.08053181252895154
104,105,0.03730893909206627
105,106,0.024265468352888793
106,107,0.04640156671101601
107,108,0.06760746677518019
108,109,0.17379215379463842
109,110,0.019052098530953323
110,111,0.025494795860513748
111,112,0.025436940245239372
112,113,0.07414716247218577
113,114,0.08818142356845182
114,115,0.1859056652346821
115,116,0.08054063326414904
116,117,0.21136435535661086
117,118,0.05525761223427854
118,119,0.06731028427698066
119,120,0.08018017708215029
120,121,0.11533575221788904
121,122,0.024477489533609217
122,123,0.03668195544608858
123,124,0.030465876467134185
124,125,0.06651159416852166
125,126,0.0465334709321655
126,127,0.04596064802183797
127,128,0.03574459300345493
128,129,0.024146429394628983
129,130,0.015809978110079306
130,131,0.01929934870831886
131,132,0.056443128160904285
132,133,0.07446641333424878
133,134,0.05014627878239078
134,135,0.030349143556513226
135,136,0.11243918979930986
136,137,0.16468280280775027
137,138,0.056836801465251816
138,139,0.05629148422321716
139,140,0.024477489533609217
140,141,0.05525761223427854
141,142,0.05748490081465301
142,143,0.0911528313143121
143,144,0.04397237336871427
144,145,0.07993047869542326
145,146,0.047101208591144424
146,147,0.05295334629647962
147,148,0.08174335600342966
148,149,0.06562886931606841
149,150,0.07507709703824961
150,151,0.05525761223427854
151,152,0.017851921734707447
152,153,0.03710856451572869
153,154,0.07966480823280846
154,155,0.01779435898988886
155,156,0.06302072616263509
156,157,0.038232571940639004
157,158,0.021996571194328452
158,159,0.03747035301218629
159,160,0.06289942743857348
160,161,0.027119353236321846
161,162,0.028311155336321815
162,163,0.017800923321752392
